variables=x,y,p
0  0  0
0.00762  0  0
0.01524  0  0
0.02286  0  0
0.03048  0  0
0.0381  0  0
0.04572  0  0
0.05334  0  0
0.06096  0  0
0.06858  0  0
0.0762  0  0
0.08382  0  0
0.09144  0  0
0.09906  0  0
0.10668  0  0
0.1143  0  0
0.12192  0  0
0.12954  0  0
0.13716  0  0
0.14478  0  0
0.1524  0  0
0  0.0003048  0.00271855
0.00762  0.0003048  0.00271855
0.01524  0.0003048  0.00271855
0.02286  0.0003048  0.00271855
0.03048  0.0003048  0.00271855
0.0381  0.0003048  0.00271855
0.04572  0.0003048  0.00271855
0.05334  0.0003048  0.00271855
0.06096  0.0003048  0.00271855
0.06858  0.0003048  0.00271858
0.0762  0.0003048  0.00271779
0.08382  0.0003048  0.00273243
0.09144  0.0003048  0.00243706
0.09906  0.0003048  0.00469717
0.10668  0.0003048  -0.00137137
0.1143  0.0003048  0.00174067
0.12192  0.0003048  0.00261503
0.12954  0.0003048  0.00271162
0.13716  0.0003048  0.00271819
0.14478  0.0003048  0.00271853
0.1524  0.0003048  0.00271855
0  0.0006096  0.00690927
0.00762  0.0006096  0.00690927
0.01524  0.0006096  0.00690927
0.02286  0.0006096  0.00690927
0.03048  0.0006096  0.00690927
0.0381  0.0006096  0.00690927
0.04572  0.0006096  0.00690927
0.05334  0.0006096  0.00690927
0.06096  0.0006096  0.00690927
0.06858  0.0006096  0.00690928
0.0762  0.0006096  0.00690864
0.08382  0.0006096  0.00692621
0.09144  0.0006096  0.00650555
0.09906  0.0006096  0.0102361
0.10668  0.0006096  -0.00129615
0.1143  0.0006096  0.0050936
0.12192  0.0006096  0.00670539
0.12954  0.0006096  0.00689425
0.13716  0.0006096  0.00690841
0.14478  0.0006096  0.00690923
0.1524  0.0006096  0.00690927
0  0.0009144  0.0143104
0.00762  0.0009144  0.0143104
0.01524  0.0009144  0.0143104
0.02286  0.0009144  0.0143104
0.03048  0.0009144  0.0143104
0.0381  0.0009144  0.0143104
0.04572  0.0009144  0.0143104
0.05334  0.0009144  0.0143104
0.06096  0.0009144  0.0143104
0.06858  0.0009144  0.0143102
0.0762  0.0009144  0.0143112
0.08382  0.0009144  0.0143207
0.09144  0.0009144  0.0138862
0.09906  0.0009144  0.0176635
0.10668  0.0009144  0.00357419
0.1143  0.0009144  0.0118682
0.12192  0.0009144  0.014006
0.12954  0.0009144  0.0142845
0.13716  0.0009144  0.0143086
0.14478  0.0009144  0.0143103
0.1524  0.0009144  0.0143104
0  0.0012192  0.0270614
0.00762  0.0012192  0.0270614
0.01524  0.0012192  0.0270614
0.02286  0.0012192  0.0270614
0.03048  0.0012192  0.0270614
0.0381  0.0012192  0.0270614
0.04572  0.0012192  0.0270614
0.05334  0.0012192  0.0270614
0.06096  0.0012192  0.0270615
0.06858  0.0012192  0.027061
0.0762  0.0012192  0.0270633
0.08382  0.0012192  0.0270841
0.09144  0.0012192  0.0264856
0.09906  0.0012192  0.0291676
0.10668  0.0012192  0.0177854
0.1143  0.0012192  0.0246211
0.12192  0.0012192  0.0267022
0.12954  0.0012192  0.0270242
0.13716  0.0012192  0.0270585
0.14478  0.0012192  0.0270612
0.1524  0.0012192  0.0270614
0  0.001524  0.0475901
0.00762  0.001524  0.0475901
0.01524  0.001524  0.0475901
0.02286  0.001524  0.0475901
0.03048  0.001524  0.0475901
0.0381  0.001524  0.0475901
0.04572  0.001524  0.0475901
0.05334  0.001524  0.0475901
0.06096  0.001524  0.0475901
0.06858  0.001524  0.0475897
0.0762  0.001524  0.0475867
0.08382  0.001524  0.047702
0.09144  0.001524  0.0464917
0.09906  0.001524  0.0465711
0.10668  0.001524  0.0433788
0.1143  0.001524  0.0462839
0.12192  0.001524  0.0473234
0.12954  0.001524  0.0475511
0.13716  0.001524  0.047586
0.14478  0.001524  0.0475897
0.1524  0.001524  0.0475901
0  0.0018288  0.0781852
0.00762  0.0018288  0.0781852
0.01524  0.0018288  0.0781852
0.02286  0.0018288  0.0781852
0.03048  0.0018288  0.0781852
0.0381  0.0018288  0.0781852
0.04572  0.0018288  0.0781852
0.05334  0.0018288  0.0781852
0.06096  0.0018288  0.0781852
0.06858  0.0018288  0.078186
0.0762  0.0018288  0.0781605
0.08382  0.0018288  0.0785022
0.09144  0.0018288  0.076361
0.09906  0.0018288  0.0699649
0.10668  0.0018288  0.076037
0.1143  0.0018288  0.0789987
0.12192  0.0018288  0.0782512
0.12954  0.0018288  0.0781712
0.13716  0.0018288  0.0781817
0.14478  0.0018288  0.0781848
0.1524  0.0018288  0.0781851
0  0.0021336  0.120309
0.00762  0.0021336  0.120309
0.01524  0.0021336  0.120309
0.02286  0.0021336  0.120309
0.03048  0.0021336  0.120309
0.0381  0.0021336  0.120309
0.04572  0.0021336  0.120309
0.05334  0.0021336  0.120309
0.06096  0.0021336  0.120309
0.06858  0.0021336  0.120314
0.0762  0.0021336  0.120247
0.08382  0.0021336  0.120868
0.09144  0.0021336  0.118413
0.09906  0.0021336  0.101469
0.10668  0.0021336  0.113202
0.1143  0.0021336  0.122793
0.12192  0.0021336  0.120867
0.12954  0.0021336  0.120355
0.13716  0.0021336  0.12031
0.14478  0.0021336  0.120309
0.1524  0.0021336  0.120309
0  0.0024384  0.173861
0.00762  0.0024384  0.173861
0.01524  0.0024384  0.173861
0.02286  0.0024384  0.173861
0.03048  0.0024384  0.173861
0.0381  0.0024384  0.173861
0.04572  0.0024384  0.173861
0.05334  0.0024384  0.173861
0.06096  0.0024384  0.173861
0.06858  0.0024384  0.17387
0.0762  0.0024384  0.173768
0.08382  0.0024384  0.174499
0.09144  0.0024384  0.173028
0.09906  0.0024384  0.146217
0.10668  0.0024384  0.157676
0.1143  0.0024384  0.17647
0.12192  0.0024384  0.174745
0.12954  0.0024384  0.173969
0.13716  0.0024384  0.173869
0.14478  0.0024384  0.173862
0.1524  0.0024384  0.173861
0  0.0027432  0.236711
0.00762  0.0027432  0.236711
0.01524  0.0027432  0.236711
0.02286  0.0027432  0.236711
0.03048  0.0027432  0.236711
0.0381  0.0027432  0.236711
0.04572  0.0027432  0.236711
0.05334  0.0027432  0.236711
0.06096  0.0027432  0.23671
0.06858  0.0027432  0.236719
0.0762  0.0027432  0.236632
0.08382  0.0027432  0.237171
0.09144  0.0027432  0.236525
0.09906  0.0027432  0.214237
0.10668  0.0027432  0.222656
0.1143  0.0027432  0.23879
0.12192  0.0027432  0.237466
0.12954  0.0027432  0.236817
0.13716  0.0027432  0.236721
0.14478  0.0027432  0.236712
0.1524  0.0027432  0.236711
0  0.003048  0.3048
0.00762  0.003048  0.3048
0.01524  0.003048  0.3048
0.02286  0.003048  0.3048
0.03048  0.003048  0.3048
0.0381  0.003048  0.3048
0.04572  0.003048  0.3048
0.05334  0.003048  0.3048
0.06096  0.003048  0.3048
0.06858  0.003048  0.3048
0.0762  0.003048  0.3048
0.08382  0.003048  0.3048
0.09144  0.003048  0.3048
0.09906  0.003048  0.3048
0.10668  0.003048  0.3048
0.1143  0.003048  0.3048
0.12192  0.003048  0.3048
0.12954  0.003048  0.3048
0.13716  0.003048  0.3048
0.14478  0.003048  0.3048
0.1524  0.003048  0.3048
